partenza,arrivo,corse,con_misura,con_durata,durata_tot,ritardo_tot,in_ritardo,mesi,primo_mese,ultimo_mese,km,qualita_km,durata_media_min,ritardo_medio_min,min_per_100km,ritardo_per_100km,km_h_programmati,km_h_effettivi,pct_ritardo,attraversa_stretto
GENOVA P PRINCIPE,TORINO PORTA NUOVA,24687,22889,24682,3026980.0000,68453,4156,66,2019-10,2025-03,158.7100,confermata,122.6392,2.9907,77.2725,1.8843,77.6473,75.7989,18.1572,False
MILANO PORTA GARIBALDI,TORINO PORTA NUOVA,17370,16161,17367,1939143.0000,58920,3036,81,2019-10,2026-07,144.5600,ufficiale,111.6568,3.6458,77.2390,2.5220,77.6809,75.2247,18.7860,False
ROCCA RAVINDOLA,ROMA TIBURTINA,929,927,929,119104.0000,2264,134,43,2020-06,2024-03,166.0400,ufficiale,128.2067,2.4423,77.2143,1.4709,77.7058,76.2532,14.4552,False
ANCONA,PORTO D ASCOLI,677,671,677,46639.0000,3100,182,37,2019-10,2026-07,89.2800,ufficiale,68.8907,4.6200,77.1625,5.1747,77.7580,72.8711,27.1237,False
FORMIA GAETA,ROMA TERMINI,17470,17015,17470,1729066.0000,44746,2150,82,2019-10,2026-07,128.4200,ufficiale,98.9734,2.6298,77.0701,2.0478,77.8512,75.8362,12.6359,False
MONDOVI,TORINO PORTA NUOVA,466,450,466,29570.0000,1197,90,6,2020-12,2026-06,82.4300,ufficiale,63.4549,2.6600,76.9804,3.2270,77.9419,74.8061,20.0000,False
CEVA,FOSSANO,3560,3519,3560,104449.0000,7003,436,79,2019-10,2026-07,38.1600,ufficiale,29.3396,1.9901,76.8858,5.2150,78.0379,73.0809,12.3899,False
ISERNIA,ROMA TIBURTINA,722,663,722,101847.0000,2409,121,20,2019-11,2025-09,183.5600,ufficiale,141.0623,3.6335,76.8481,1.9795,78.0761,76.1155,18.2504,False
MINTURNO SCAURI,ROMA TERMINI,41412,40253,41407,4404611.0000,77026,4228,82,2019-10,2026-07,138.4800,ufficiale,106.3736,1.9135,76.8151,1.3818,78.1096,76.7293,10.5036,False
FIDENZA,MILANO CENTRALE,378,352,378,29784.0000,1141,77,13,2020-06,2025-06,102.6300,ufficiale,78.7937,3.2415,76.7745,3.1584,78.1510,75.0630,21.8750,False
ANCONA,FRANCAVILLA AL MARE,1915,1915,1915,227885.0000,2827,145,79,2019-12,2026-07,155.1000,ufficiale,119.0000,1.4762,76.7247,0.9518,78.2017,77.2434,7.5718,False
CAGLIARI,SASSARI,12149,11851,12149,2334427.0000,50150,2282,73,2019-10,2026-07,250.5200,ufficiale,192.1497,4.2317,76.7004,1.6892,78.2265,76.5408,19.2558,False
CATANIA CENTRALE,PALERMO CENTRALE,8759,8340,8757,1614169.0000,49259,2120,48,2019-10,2026-07,240.5300,ufficiale,184.3290,5.9064,76.6345,2.4556,78.2937,75.8629,25.4197,False
MILANO CENTRALE,PIACENZA,2713,2656,2713,143467.0000,9824,610,81,2019-10,2026-07,69.0500,ufficiale,52.8813,3.6988,76.5841,5.3567,78.3453,73.2236,22.9669,False
BIELLA S PAOLO,TORINO LINGOTTO,3796,3739,3796,251359.0000,11622,795,47,2022-09,2026-07,86.5900,ufficiale,66.2168,3.1083,76.4717,3.5897,78.4604,74.9425,21.2624,False
BARI CENTRALE,BOLZANO,491,441,491,338500.0000,4987,236,20,2024-12,2026-07,901.9000,ufficiale,689.4094,11.3084,76.4397,1.2538,78.4933,77.2265,53.5147,False
POTENZA CENTRALE,ROMA TERMINI,320,312,320,90566.0000,5488,175,15,2021-11,2025-09,370.7500,ufficiale,283.0188,17.5897,76.3368,4.7444,78.5990,73.9999,56.0897,False
TARVISIO BOSCOVERDE,VENEZIA S LUCIA,778,695,778,132514.0000,2799,96,17,2019-10,2026-07,223.8000,ufficiale,170.3265,4.0273,76.1066,1.7995,78.8368,77.0158,13.8129,False
AREZZO,CHIUSI CHIANCIANO TERME,4057,3987,4056,174160.0000,11617,851,81,2019-10,2026-07,56.4200,ufficiale,42.9389,2.9137,76.1057,5.1643,78.8377,73.8279,21.3444,False
ROMA TERMINI,TRIESTE CENTRALE,14852,11712,14852,7446667.0000,91811,3690,81,2019-10,2026-07,659.1400,ufficiale,501.3915,7.8391,76.0675,1.1893,78.8773,77.6630,31.5061,False
MILANO CENTRALE,VERONA PORTA NUOVA,74340,72296,74324,8309801.0000,368398,24012,82,2019-10,2026-07,147.3900,ufficiale,111.8051,5.0957,75.8566,3.4573,79.0966,75.6488,33.2135,False
PISA CENTRALE,ROMA OSTIENSE,495,450,495,121067.0000,2070,88,27,2020-12,2026-07,322.6000,ufficiale,244.5798,4.6000,75.8152,1.4259,79.1398,77.6788,19.5556,False
ROMA TERMINI,SESSA AURUNCA R,2590,2474,2590,299525.0000,3515,161,66,2019-10,2025-03,153.0200,stimata,115.6467,1.4208,75.5762,0.9285,79.3901,78.4266,6.5077,False
NAPOLI CENTRALE,ROMA TERMINI,63293,47844,63284,10213043.0000,220714,9199,82,2019-10,2026-07,213.9000,ufficiale,161.3843,4.6132,75.4485,2.1567,79.5245,77.3144,19.2271,False
FOGGIA,TERMOLI,15196,14903,15196,962746.0000,46127,3031,80,2019-10,2026-07,84.0400,ufficiale,63.3552,3.0951,75.3870,3.6829,79.5893,75.8822,20.3382,False
BOLOGNA CENTRALE,VENEZIA MESTRE,1058,889,1057,120135.0000,8626,241,75,2019-10,2026-07,151.0700,ufficiale,113.6566,9.7030,75.2344,6.4229,79.7508,73.4779,27.1091,False
ALA,TRENTO,12705,12283,12703,383109.0000,25075,1500,81,2019-10,2026-07,40.1100,ufficiale,30.1589,2.0414,75.1906,5.0896,79.7972,74.7383,12.2120,False
MILANO CENTRALE,TORINO LINGOTTO,885,859,885,99246.0000,3975,271,12,2019-12,2026-04,149.1500,ufficiale,112.1424,4.6275,75.1876,3.1026,79.8003,76.6379,31.5483,False
NOVI LIGURE,TORINO PORTA NUOVA,3859,3739,3859,323436.0000,12040,656,81,2019-10,2026-07,111.6800,ufficiale,83.8134,3.2201,75.0478,2.8833,79.9490,76.9910,17.5448,False
BOLOGNA CENTRALE,MILANO PORTA GARIBALDI,2888,2673,2888,469135.0000,20895,1116,59,2020-10,2026-07,216.5900,ufficiale,162.4429,7.8171,75.0002,3.6092,79.9998,76.3268,41.7508,False
RIETI,ROMA TIBURTINA,4757,4616,4755,517841.0000,23993,1425,75,2019-10,2026-07,145.3000,ufficiale,108.9045,5.1978,74.9515,3.5773,80.0518,76.4051,30.8709,False
ROMA TERMINI,VENTIMIGLIA,3727,3399,3727,1758761.0000,21366,954,82,2019-10,2026-07,632.4100,ufficiale,471.8972,6.2860,74.6189,0.9940,80.4086,79.3516,28.0671,False
TRIESTE CENTRALE,VENEZIA MESTRE,4365,4306,4365,516348.0000,30680,1045,82,2019-10,2026-07,159.0300,ufficiale,118.2928,7.1249,74.3839,4.4803,80.6626,76.0802,24.2685,False
PISA CENTRALE,ROMA TERMINI,29301,26972,29301,7175681.0000,75924,3125,82,2019-10,2026-07,329.2900,ufficiale,244.8954,2.8149,74.3707,0.8548,80.6769,79.7601,11.5861,False
ISERNIA,ROMA TERMINI,8462,7183,8461,1160909.0000,23217,1019,53,2019-11,2026-07,184.8700,ufficiale,137.2071,3.2322,74.2181,1.7484,80.8428,78.9822,14.1863,False
BOLOGNA CENTRALE,LUGO,540,536,540,22348.0000,2000,126,20,2020-06,2026-06,55.8400,ufficiale,41.3852,3.7313,74.1139,6.6822,80.9565,74.2610,23.5075,False
CASERTA,FORMIA GAETA,1780,1740,1780,104281.0000,4731,311,77,2019-10,2026-07,79.1700,ufficiale,58.5848,2.7190,73.9988,3.4343,81.0824,77.4862,17.8736,False
ORBETELLO,PISA CENTRALE,1662,1654,1662,216789.0000,2638,141,66,2019-10,2025-03,176.4100,confermata,130.4386,1.5949,73.9406,0.9041,81.1462,80.1660,8.5248,False
ORBETELLO MONTE ARGENTARIO,PISA CENTRALE,548,542,548,73793.0000,1030,56,17,2025-03,2026-07,182.4900,ufficiale,134.6588,1.9004,73.7897,1.0414,81.3122,80.1807,10.3321,False
MILANO CENTRALE,PARMA,13956,13708,13953,1282714.0000,51662,3565,82,2019-10,2026-07,124.6400,ufficiale,91.9311,3.7687,73.7573,3.0237,81.3479,78.1444,26.0067,False
CALTANISSETTA XIRBI,PALERMO CENTRALE,4465,4265,4465,412965.0000,17294,851,59,2019-10,2026-06,125.7500,ufficiale,92.4894,4.0549,73.5502,3.2245,81.5769,78.1507,19.9531,False
BARI CENTRALE,BRINDISI,4128,4041,4128,336321.0000,16308,870,80,2019-10,2026-07,110.9200,ufficiale,81.4731,4.0356,73.4521,3.6383,81.6858,77.8306,21.5293,False
RAVENNA,ROMA TERMINI,4116,3821,4116,1173592.0000,31008,1590,78,2019-10,2026-07,388.2600,ufficiale,285.1293,8.1152,73.4377,2.0901,81.7019,79.4409,41.6121,False
BARI CENTRALE,FOGGIA,71969,67385,71968,6465664.0000,211245,10772,82,2019-10,2026-07,122.5900,ufficiale,89.8408,3.1349,73.2856,2.5572,81.8715,79.1110,15.9858,False
LATINA,ROMA TERMINI,30794,30172,30774,1371371.0000,61917,3592,81,2019-10,2026-07,61.0200,ufficiale,44.5627,2.0521,73.0296,3.3631,82.1585,78.5416,11.9051,False
MILANO CENTRALE,TORINO PORTA NUOVA,75755,73323,75747,8185000.0000,302972,18571,82,2019-10,2026-07,148.3400,ufficiale,108.0571,4.1320,72.8442,2.7855,82.3676,79.3339,25.3277,False
ROMA TIBURTINA,VENAFRO,1074,898,1074,124016.0000,1803,77,46,2019-11,2024-07,158.5500,ufficiale,115.4711,2.0078,72.8295,1.2663,82.3842,80.9762,8.5746,False
NAPOLI CENTRALE,PRATO CENTRALE,455,418,455,160021.0000,7119,260,31,2020-02,2026-04,484.8200,ufficiale,351.6945,17.0311,72.5413,3.5129,82.7116,78.8912,62.2010,False
PARMA,SALSOMAGGIORE TERME,13404,13339,13403,301652.0000,29311,1727,82,2019-10,2026-07,31.0400,ufficiale,22.5063,2.1974,72.5074,7.0792,82.7501,75.3895,12.9470,False
PAOLA,REGGIO CALABRIA CENTRALE,5968,5743,5967,766580.0000,16735,756,81,2019-10,2026-07,177.1900,ufficiale,128.4699,2.9140,72.5040,1.6446,82.7540,80.9186,13.1639,False
FOLIGNO,ROMA TERMINI,10039,9256,10039,1188409.0000,39809,1756,82,2019-10,2026-07,163.2800,ufficiale,118.3792,4.3009,72.5007,2.6341,82.7578,79.8565,18.9715,False
CHIASSO,VENEZIA S LUCIA,1699,1656,1699,380596.0000,20227,866,64,2019-10,2026-07,310.9800,stimata,224.0118,12.2144,72.0341,3.9277,83.2938,78.9870,52.2947,False
VERONA PORTA NUOVA,VICENZA,1676,1624,1674,62158.0000,6166,427,81,2019-10,2026-07,51.6000,ufficiale,37.1314,3.7968,71.9601,7.3581,83.3795,75.6446,26.2931,False
ANCONA,BRENNERO,526,516,526,207642.0000,7526,309,11,2025-04,2026-07,548.6200,ufficiale,394.7567,14.5853,71.9545,2.6585,83.3861,80.4149,59.8837,False
BOLOGNA CENTRALE,PIACENZA,14417,12366,14416,1527840.0000,38898,2487,82,2019-10,2026-07,147.4700,ufficiale,105.9822,3.1456,71.8670,2.1330,83.4876,81.0811,20.1116,False
PRIVERNO FOSSANOVA,ROMA TERMINI,376,368,376,23041.0000,2212,74,38,2019-12,2026-05,85.3900,ufficiale,61.2793,6.0109,71.7640,7.0393,83.6074,76.1390,20.1087,False
ROCCA RAVINDOLA,ROMA TERMINI,3941,3411,3941,470977.0000,8384,405,52,2020-06,2025-08,167.3500,ufficiale,119.5070,2.4579,71.4114,1.4687,84.0202,82.3270,11.8734,False
MILANO LAMBRATE,VERONA PORTA NUOVA,1145,1125,1144,117117.0000,15332,656,74,2019-10,2026-07,143.5900,ufficiale,102.3750,13.6284,71.2967,9.4912,84.1553,74.2685,58.3111,False
FIDENZA,PIACENZA,345,315,345,8608.0000,619,19,10,2020-05,2025-06,35.0700,ufficiale,24.9507,1.9651,71.1455,5.6033,84.3342,78.1771,6.0317,False
CISTERNA LATINA,ROMA TERMINI,328,327,328,11612.0000,1369,59,36,2019-11,2026-07,49.7800,ufficiale,35.4024,4.1865,71.1178,8.4101,84.3671,75.4452,18.0428,False
ALESSANDRIA,TORINO PORTA NUOVA,16828,16019,16826,1074923.0000,38865,2024,82,2019-10,2026-07,90.0800,ufficiale,63.8846,2.4262,70.9199,2.6934,84.6025,81.5071,12.6350,False
CROTONE,SIBARI,1264,1259,1263,100879.0000,6191,407,46,2019-10,2026-07,112.7300,ufficiale,79.8725,4.9174,70.8529,4.3621,84.6824,79.7713,32.3272,False
CANCELLO,NAPOLI CENTRALE,2707,2610,2707,76868.0000,11938,701,72,2019-10,2026-07,40.3100,ufficiale,28.3960,4.5739,70.4441,11.3469,85.1739,73.3577,26.8582,False
BARI CENTRALE,LECCE,87895,86685,87891,9233043.0000,215661,10542,82,2019-10,2026-07,149.2900,ufficiale,105.0511,2.4879,70.3671,1.6665,85.2671,83.2945,12.1613,False
BOLOGNA CENTRALE,CATTOLICA S GIOVANNI GABICCE,2155,1855,2155,196033.0000,5725,317,55,2020-08,2026-07,129.3700,ufficiale,90.9666,3.0863,70.3151,2.3856,85.3302,82.5302,17.0889,False
ROMA TERMINI,SALERNO,5173,4152,5173,944948.0000,28577,1172,81,2019-10,2026-07,259.7900,ufficiale,182.6692,6.8827,70.3142,2.6493,85.3313,82.2329,28.2274,False
BENEVENTO,ROMA TERMINI,10589,9161,10588,1910130.0000,66631,2727,82,2019-10,2026-07,257.6100,stimata,180.4052,7.2733,70.0303,2.8234,85.6771,82.3568,29.7675,False
BRESCIA,VERONA PORTA NUOVA,1882,1842,1882,84969.0000,11315,651,66,2019-10,2026-07,64.6400,ufficiale,45.1482,6.1428,69.8457,9.5031,85.9037,75.6156,35.3420,False
BARI CENTRALE,POTENZA CENTRALE,482,465,482,79580.0000,1994,104,11,2022-10,2025-04,236.4300,ufficiale,165.1037,4.2882,69.8320,1.8137,85.9205,83.7454,22.3656,False
BATTIPAGLIA,ROMA TERMINI,1387,1344,1387,270442.0000,10716,513,36,2020-06,2026-06,279.4900,ufficiale,194.9834,7.9732,69.7640,2.8528,86.0042,82.6255,38.1696,False
BRENNERO,RIMINI,802,683,801,254453.0000,10496,391,26,2020-06,2026-05,455.6700,ufficiale,317.6692,15.3675,69.7147,3.3725,86.0650,82.0937,57.2474,False
BARI CENTRALE,S SEVERO,6349,6301,6348,668295.0000,28019,1607,82,2019-10,2026-07,151.0400,ufficiale,105.2765,4.4468,69.7010,2.9441,86.0819,82.5933,25.5039,False
ROMA TERMINI,VENAFRO,6862,3366,6861,764252.0000,11501,469,61,2019-11,2026-07,159.8600,ufficiale,111.3908,3.4168,69.6802,2.1374,86.1077,83.5450,13.9335,False
DOMODOSSOLA,VENEZIA S LUCIA,2656,2582,2656,712701.0000,28959,1348,68,2019-10,2026-06,385.3800,ufficiale,268.3362,11.2157,69.6290,2.9103,86.1710,82.7138,52.2076,False
BOLZANO,LECCE,731,722,731,534551.0000,7844,285,26,2024-06,2026-07,1051.1900,ufficiale,731.2599,10.8643,69.5650,1.0335,86.2503,84.9877,39.4737,False
BOLOGNA CENTRALE,VOGHERA,2359,2308,2359,337673.0000,12457,873,82,2019-10,2026-07,205.8700,ufficiale,143.1424,5.3973,69.5305,2.6217,86.2931,83.1575,37.8250,False
PARMA,PIACENZA,489,462,488,19284.0000,1976,86,34,2019-10,2026-06,57.0800,ufficiale,39.5164,4.2771,69.2298,7.4931,86.6678,78.2035,18.6147,False
GENOVA BRIGNOLE,VENEZIA S LUCIA,4188,4065,4188,1080918.0000,52922,2622,75,2019-10,2026-06,374.3200,ufficiale,258.0989,13.0189,68.9514,3.4780,87.0178,82.8393,64.5018,False
NAPOLI CENTRALE,SESTRI LEVANTE,3623,3382,3623,1631033.0000,34287,1201,79,2019-10,2026-07,653.5300,ufficiale,450.1885,10.1381,68.8857,1.5513,87.1008,85.1826,35.5115,False
LECCE,MILANO PORTA GARIBALDI,1499,1423,1499,1036737.0000,25427,846,50,2021-12,2026-07,1011.9900,ufficiale,691.6191,17.8686,68.3425,1.7657,87.7931,85.5820,59.4519,False
MILANO CENTRALE,UDINE,6564,6437,6563,1619864.0000,39762,2436,77,2019-10,2026-07,363.6100,ufficiale,246.8176,6.1771,67.8798,1.6988,88.3916,86.2334,37.8437,False
BOLOGNA CENTRALE,LECCE,7475,6715,7474,3948723.0000,52995,2070,71,2019-10,2026-07,795.4000,ufficiale,528.3279,7.8920,66.4229,0.9922,90.3303,89.0008,30.8265,False
ROMA TERMINI,TERNI,4053,3719,4053,292888.0000,18211,889,82,2019-10,2026-07,108.9300,ufficiale,72.2645,4.8967,66.3403,4.4953,90.4428,84.7031,23.9043,False
BARI CENTRALE,BOLOGNA CENTRALE,4011,3923,4011,1705309.0000,24915,1217,65,2019-10,2026-03,646.1100,ufficiale,425.1581,6.3510,65.8027,0.9830,91.1816,89.8396,31.0222,False
MILANO CENTRALE,TRIESTE CENTRALE,8939,8737,8939,2307626.0000,63962,3369,78,2019-10,2026-07,396.0700,ufficiale,258.1526,7.3208,65.1785,1.8484,92.0549,89.5163,38.5601,False
BARI CENTRALE,ROMA TERMINI,7785,6977,7785,2427602.0000,106975,4202,80,2019-10,2026-07,478.6100,ufficiale,311.8307,15.3325,65.1534,3.2036,92.0904,87.7745,60.2265,False
SALERNO,TORINO PORTA NUOVA,19784,16939,19783,11562322.0000,208527,7133,81,2019-10,2026-07,906.8100,ufficiale,584.4575,12.3105,64.4520,1.3576,93.0925,91.1721,42.1099,False
ROMA TERMINI,TARVISIO BOSCOVERDE,722,698,722,331033.0000,41285,553,44,2019-10,2024-05,715.4700,ufficiale,458.4945,59.1476,64.0830,8.2670,93.6286,82.9303,79.2264,False
BOLZANO,MILANO CENTRALE,4154,4102,4154,763127.0000,30115,1921,72,2019-12,2026-07,288.4900,ufficiale,183.7090,7.3415,63.6795,2.5448,94.2219,90.6012,46.8308,False
REGGIO CALABRIA CENTRALE,ROMA TERMINI,28126,24370,28125,11565660.0000,246357,9252,82,2019-10,2026-07,653.6800,ufficiale,411.2235,10.1090,62.9090,1.5465,95.3759,93.0875,37.9647,False
MILANO CENTRALE,VENEZIA MESTRE,418,401,418,67369.0000,7866,215,40,2019-11,2026-07,256.6600,ufficiale,161.1699,19.6160,62.7951,7.6428,95.5489,85.1815,53.6160,False
BOLOGNA CENTRALE,ROMA TERMINI,1051,915,1051,229654.0000,29374,475,42,2020-07,2026-07,350.4700,ufficiale,218.5100,32.1027,62.3477,9.1599,96.2345,83.9072,51.9126,False
LECCE,MILANO CENTRALE,25917,23307,25917,16001398.0000,355098,12253,81,2019-10,2026-07,1010.1000,ufficiale,617.4093,15.2357,61.1236,1.5083,98.1618,95.7978,52.5722,False
ORTE,ROMA TERMINI,565,545,565,27873.0000,2764,100,28,2020-02,2026-06,81.4000,ufficiale,49.3327,5.0716,60.6053,6.2304,99.0012,89.7723,18.3486,False
LECCE,TORINO PORTA NUOVA,6892,6523,6892,4642804.0000,80659,2790,78,2019-10,2026-07,1129.4600,ufficiale,673.6512,12.3653,59.6437,1.0948,100.5975,98.7842,42.7717,False
MILANO CENTRALE,PESCARA,14597,13615,14594,4899433.0000,129803,6337,81,2019-10,2026-07,564.7200,ufficiale,335.7156,9.5338,59.4481,1.6882,100.9283,98.1412,46.5443,False
LECCE,VENEZIA S LUCIA,7132,6370,7131,3892373.0000,43833,1465,81,2019-10,2026-07,919.4500,ufficiale,545.8383,6.8812,59.3657,0.7484,101.0684,99.8101,22.9984,False
GENOVA PIAZZA PRINCIPE,ROMA TERMINI,5158,4760,5158,1496130.0000,56954,2491,17,2025-03,2026-07,490.5600,ufficiale,290.0601,11.9651,59.1284,2.4391,101.4741,97.4541,52.3319,False
REGGIO CALABRIA CENTRALE,TORINO PORTA NUOVA,12708,11971,12705,9574036.0000,214551,6533,77,2019-10,2026-07,1300.7100,ufficiale,753.5644,17.9226,57.9349,1.3779,103.5646,101.1587,54.5736,False
GENOVA P PRINCIPE,ROMA TERMINI,17559,16668,17558,4963643.0000,121941,6702,64,2019-10,2025-03,491.8200,confermata,282.6998,7.3159,57.4803,1.4875,104.3835,101.7504,40.2088,False
MILANO CENTRALE,TARANTO,6033,5869,6033,3323600.0000,111763,3547,81,2019-10,2026-07,960.8300,ufficiale,550.9034,19.0429,57.3362,1.9819,104.6459,101.1495,60.4362,False
TARANTO,TORINO PORTA NUOVA,1400,1305,1400,862588.0000,10078,309,54,2020-12,2026-07,1080.1900,ufficiale,616.1343,7.7226,57.0394,0.7149,105.1904,103.8882,23.6782,False
TORINO PORTA NUOVA,TRIESTE CENTRALE,3152,3057,3152,970988.0000,22450,1094,68,2019-10,2026-07,541.0600,ufficiale,308.0546,7.3438,56.9354,1.3573,105.3826,102.9289,35.7867,False
MILANO CENTRALE,VENEZIA S LUCIA,42633,41880,42628,6411521.0000,295475,17353,81,2019-10,2026-07,265.0900,ufficiale,150.4063,7.0553,56.7378,2.6615,105.7495,101.0113,41.4351,False
FIUMICINO AEROPORTO,GENOVA P PRINCIPE,829,811,829,223637.0000,3916,172,31,2019-10,2022-06,481.3600,stimata,269.7672,4.8286,56.0427,1.0031,107.0612,105.1786,21.2084,False
LECCE,ROMA TERMINI,16257,13838,16256,5573461.0000,178448,7212,82,2019-10,2026-07,616.3100,ufficiale,342.8556,12.8955,55.6304,2.0924,107.8547,103.9451,52.1174,False
ANCONA,MILANO CENTRALE,8612,7666,8611,1983788.0000,82770,3958,79,2019-10,2026-07,418.7400,ufficiale,230.3784,10.7970,55.0170,2.5785,109.0571,104.1748,51.6306,False
PERUGIA,TORINO PORTA NUOVA,3824,3548,3824,1112834.0000,32493,1580,80,2019-10,2026-07,538.5700,ufficiale,291.0131,9.1581,54.0344,1.7005,111.0404,107.6526,44.5321,False
GORIZIA CENTRALE,NAPOLI CENTRALE,1227,915,1227,563527.0000,7918,276,23,2024-09,2026-07,858.1500,ufficiale,459.2722,8.6536,53.5189,1.0084,112.1100,110.0367,30.1639,False
TORINO PORTA NUOVA,VENEZIA S LUCIA,11990,11792,11990,2623166.0000,109352,5907,80,2019-10,2026-07,410.0800,ufficiale,218.7795,9.2734,53.3504,2.2614,112.4639,107.8908,50.0933,False
BERGAMO,ROMA TERMINI,4470,3834,4470,1355695.0000,18198,824,46,2019-10,2024-02,573.5200,ufficiale,303.2875,4.7465,52.8818,0.8276,113.4607,111.7124,21.4919,False
FOGGIA,MILANO CENTRALE,1204,1033,1204,466765.0000,13689,484,36,2020-01,2026-07,738.2300,ufficiale,387.6786,13.2517,52.5146,1.7951,114.2539,110.4776,46.8538,False
FIUMICINO AEROPORTO,VENEZIA S LUCIA,2851,2734,2851,799873.0000,14756,607,50,2019-10,2025-01,537.2400,ufficiale,280.5588,5.3972,52.2222,1.0046,114.8936,112.7250,22.2019,False
BOLZANO,SIBARI,4461,4445,4461,2509308.0000,66844,2919,81,2019-10,2026-07,1083.7700,ufficiale,562.4990,15.0380,51.9021,1.3876,115.6023,112.5923,65.6693,False
FOGGIA,ROMA TERMINI,682,665,682,127195.0000,12892,431,41,2019-10,2026-07,360.5100,ufficiale,186.5029,19.3865,51.7331,5.3775,115.9799,105.0593,64.8120,False
BARI CENTRALE,MILANO CENTRALE,10470,9758,10469,4634404.0000,157310,6347,77,2019-10,2026-07,860.8200,ufficiale,442.6788,16.1211,51.4252,1.8728,116.6742,112.5746,65.0441,False
BOLZANO,ROMA TERMINI,16278,14373,16277,5053512.0000,119438,5705,82,2019-10,2026-07,607.0900,ufficiale,310.4695,8.3099,51.1406,1.3688,117.3236,114.2652,39.6925,False
NAPOLI CENTRALE,UDINE,3073,2347,3073,1313092.0000,12251,448,61,2019-12,2026-06,836.1300,ufficiale,427.2997,5.2199,51.1045,0.6243,117.4066,115.9897,19.0882,False
FIUMICINO AEROPORTO,NAPOLI CENTRALE,1909,1883,1909,232870.0000,4566,201,36,2022-07,2025-06,239.5900,ufficiale,121.9853,2.4249,50.9142,1.0121,117.8453,115.5484,10.6745,False
SALERNO,VENEZIA S LUCIA,6067,5239,6067,2304168.0000,47862,1841,80,2019-10,2026-07,763.6300,ufficiale,379.7870,9.1357,49.7344,1.1964,120.6408,117.8069,35.1403,False
MILANO CENTRALE,MODANE,2147,1893,2147,261996.0000,23167,989,39,2019-11,2026-07,246.3600,confermata,122.0289,12.2382,49.5327,4.9676,121.1320,110.0910,52.2451,False
BARDONECCHIA,NAPOLI CENTRALE,653,627,653,301700.0000,3180,138,36,2019-12,2026-07,940.4400,ufficiale,462.0214,5.0718,49.1282,0.5393,122.1294,120.8033,22.0096,False
REGGIO CALABRIA CENTRALE,VENEZIA S LUCIA,4064,3759,4064,2309158.0000,46559,1648,74,2020-06,2026-07,1157.5200,ufficiale,568.1983,12.3860,49.0876,1.0700,122.2306,119.6229,43.8414,False
CAMPOBASSO,ROMA TIBURTINA,407,343,407,82205.0000,1337,73,9,2019-10,2020-06,412.9500,ufficiale,201.9779,3.8980,48.9110,0.9439,122.6718,120.3492,21.2828,False
MANTOVA,ROMA TERMINI,4176,3869,4176,911018.0000,30223,1369,80,2019-10,2026-07,448.4400,ufficiale,218.1557,7.8116,48.6477,1.7419,123.3358,119.0721,35.3838,False
BRESCIA,ROMA TERMINI,3359,3091,3359,856646.0000,25978,1182,41,2020-07,2026-07,524.8000,ufficiale,255.0301,8.4044,48.5957,1.6014,123.4678,119.5288,38.2401,False
MILANO CENTRALE,REGGIO CALABRIA CENTRALE,5564,4649,5564,3272688.0000,89107,2770,79,2019-10,2026-07,1213.0200,ufficiale,588.1898,19.1669,48.4897,1.5801,123.7376,119.8327,59.5827,False
FIRENZE S MARIA NOVELLA,FIUMICINO AEROPORTO,866,861,866,119755.0000,2330,130,31,2022-07,2025-01,288.4500,ufficiale,138.2852,2.7062,47.9408,0.9382,125.1544,122.7522,15.0987,False
FIRENZE S MARIA NOVELLA,TORINO PORTA NUOVA,358,344,358,68192.0000,4147,177,27,2019-12,2026-07,397.7900,ufficiale,190.4804,12.0552,47.8847,3.0306,125.3010,117.8429,51.4535,False
MILANO CENTRALE,SAPRI,352,345,352,158819.0000,5815,223,25,2019-10,2026-07,943.6100,ufficiale,451.1903,16.8551,47.8153,1.7862,125.4827,120.9639,64.6377,False
BATTIPAGLIA,TORINO PORTA NUOVA,1982,1885,1982,869126.0000,21529,793,66,2020-12,2026-07,926.5200,ufficiale,438.5096,11.4212,47.3287,1.2327,126.7731,123.5550,42.0690,False
ROMA TERMINI,TORINO PORTA NUOVA,18737,17168,18737,5738698.0000,148863,6353,78,2019-10,2026-07,649.4700,ufficiale,306.2762,8.6710,47.1579,1.3351,127.2322,123.7293,37.0049,False
MILANO CENTRALE,SALERNO,20953,16746,20953,8084572.0000,196527,7686,81,2019-10,2026-07,819.1200,ufficiale,385.8432,11.7358,47.1046,1.4327,127.3761,123.6162,45.8975,False
ROMA TERMINI,VENEZIA S LUCIA,17400,14717,17400,4175477.0000,71272,2967,81,2019-10,2026-07,509.6600,ufficiale,239.9699,4.8428,47.0843,0.9502,127.4310,124.9101,20.1604,False
CAMPOBASSO,ROMA TERMINI,2338,1456,2337,451664.0000,9152,338,9,2019-10,2020-06,414.2600,ufficiale,193.2666,6.2857,46.6534,1.5173,128.6079,124.5568,23.2143,False
BOLZANO,NAPOLI CENTRALE,3639,3590,3639,1383931.0000,42160,1882,65,2019-10,2026-07,816.5400,ufficiale,380.3053,11.7437,46.5752,1.4382,128.8239,124.9650,52.4234,False
ROMA TERMINI,VICENZA,915,854,915,210969.0000,6090,317,21,2019-10,2022-01,500.3300,ufficiale,230.5672,7.1311,46.0830,1.4253,130.1998,126.2937,37.1194,False
